county,fips_county,dcedregion,Lat,Long_,year,month,JH_cases,Labor_Force,Employed,Unemployed,Unemployment_Rate
Mercer,42085,6: NW Pa.,41.30248872,-80.25816981,2020,Apr,57,"48,200","39,900","8,300",17.30%
Mifflin,42087,4: Cent Pa.,40.61116939,-77.61070738,2020,Apr,36,"21,100","17,700","3,400",16.00%
Monroe,42089,2: NE Pa.,41.05934058,-75.34031025,2020,Apr,891,"83,100","66,200","16,800",20.30%
Montgomery,42091,1: SE Pa.,40.21053671,-75.36652296,2020,Apr,"3,737","437,700","378,200","59,500",13.60%
Montour,42093,4: Cent Pa.,41.03023987,-76.66345939,2020,Apr,38,"9,200","8,200","1,000",11.00%
Northampton,42095,2: NE Pa.,40.75182733,-75.30471829,2020,Apr,"1,805","159,800","134,400","25,400",15.90%
Northumberland,42097,4: Cent Pa.,40.84785433,-76.70798222,2020,Apr,92,"43,000","35,800","7,200",16.80%
Perry,42099,3: SC Pa.,40.40206612,-77.26297447,2020,Apr,29,"24,400","21,200","3,200",12.90%
Philadelphia,42101,1: SE Pa.,40.00338507,-75.1379271,2020,Apr,"13,153","739,100","613,700","125,400",17.00%
Pike,42103,2: NE Pa.,41.33155042,-75.03208106,2020,Apr,330,"24,900","20,100","4,800",19.10%
Potter,42105,6: NW Pa.,41.74471626,-77.89559864,2020,Apr,2,"7,000","5,900","1,000",15.00%
Schuylkill,42107,2: NE Pa.,40.70497338,-76.2150785,2020,Apr,330,"66,900","56,100","10,800",16.20%
Snyder,42109,4: Cent Pa.,40.77129231,-77.06840691,2020,Apr,31,"20,500","17,000","3,500",16.90%
Somerset,42111,4: Cent Pa.,39.97172723,-79.02699593,2020,Apr,24,"32,500","26,800","5,700",17.60%
Sullivan,42113,2: NE Pa.,41.44634738,-76.51246591,2020,Apr,1,"2,500","2,100",400,14.90%
Susquehanna,42115,2: NE Pa.,41.82147784,-75.80071959,2020,Apr,83,"19,200","16,700","2,500",12.90%
Tioga,42117,2: NE Pa.,41.77255149,-77.25433032,2020,Apr,14,"18,400","15,700","2,700",14.60%
Union,42119,4: Cent Pa.,40.96188846,-77.05996014,2020,Apr,32,"19,200","16,700","2,600",13.40%
Venango,42121,6: NW Pa.,41.40323442,-79.75845449,2020,Apr,4,"21,800","18,500","3,300",15.00%
Warren,42123,6: NW Pa.,41.81304978,-79.26969577,2020,Apr,0,"18,300","15,900","2,400",12.90%
Washington,42125,5: SW Pa.,40.19208869,-80.24582867,2020,Apr,82,"104,700","87,000","17,700",16.90%
Wayne,42127,2: NE Pa.,41.64938475,-75.29956506,2020,Apr,90,"21,600","17,700","3,900",18.20%
Westmoreland,42129,5: SW Pa.,40.3137798,-79.46615476,2020,Apr,330,"177,700","147,100","30,600",17.20%
Wyoming,42131,2: NE Pa.,41.51955538,-76.01074915,2020,Apr,20,"13,000","11,000","2,000",15.50%
York,42133,3: SC Pa.,39.9210089,-76.73040131,2020,Apr,575,"240,200","204,500","35,600",14.80%
Adams,42001,3: SC Pa.,39.87140411,-77.21610347,2020,May,114,"57,600","51,100","6,500",11.40%
Allegheny,42003,5: SW Pa.,40.46809875,-79.98167747,2020,May,622,"640,500","554,600","85,900",13.40%
Armstrong,42005,5: SW Pa.,40.81665618,-79.46290811,2020,May,11,"31,600","27,500","4,100",13.10%
Beaver,42007,5: SW Pa.,40.6825484,-80.34921611,2020,May,185,"84,300","71,600","12,700",15.00%
Bedford,42009,4: Cent Pa.,40.00522157,-78.48998442,2020,May,15,"23,800","20,700","3,100",12.90%
Berks,42011,2: NE Pa.,40.41570541,-75.92457766,2020,May,"1,363","228,600","197,400","31,200",13.60%
Blair,42013,4: Cent Pa.,40.47961444,-78.34917412,2020,May,27,"60,800","52,800","8,000",13.20%
Bradford,42015,2: NE Pa.,41.78869215,-76.51570822,2020,May,15,"28,700","25,800","2,900",10.20%
Bucks,42017,1: SE Pa.,40.33682119,-75.10836643,2020,May,"2,175","340,000","296,400","43,500",12.80%
Butler,42019,5: SW Pa.,40.91152759,-79.91351055,2020,May,52,"97,300","85,800","11,500",11.90%
Cambria,42021,4: Cent Pa.,40.49527404,-78.71377428,2020,May,29,"56,900","49,300","7,600",13.40%
Cameron,42023,6: NW Pa.,41.43625568,-78.20376845,2020,May,1,"2,200","1,800",400,19.70%
Carbon,42025,2: NE Pa.,40.91545395,-75.7068525,2020,May,60,"32,200","27,500","4,600",14.40%
Centre,42027,4: Cent Pa.,40.92058903,-77.82200624,2020,May,57,"80,600","74,000","6,500",8.10%
Chester,42029,1: SE Pa.,39.97291773,-75.74768357,2020,May,"1,354","277,900","250,400","27,500",9.90%
Clarion,42031,6: NW Pa.,41.19265812,-79.42413524,2020,May,4,"17,000","15,100","1,900",11.20%
Clearfield,42033,6: NW Pa.,41.00110782,-78.47592663,2020,May,23,"36,300","31,800","4,500",12.50%
Clinton,42035,4: Cent Pa.,41.23255967,-77.63785995,2020,May,25,"18,000","15,900","2,100",11.50%
Columbia,42037,2: NE Pa.,41.04821986,-76.40565017,2020,May,65,"34,400","30,400","4,000",11.70%
Crawford,42039,6: NW Pa.,41.68447709,-80.10760592,2020,May,10,"38,300","33,400","5,000",13.00%
Cumberland,42041,3: SC Pa.,40.1625372,-77.26130755,2020,May,286,"133,300","119,800","13,500",10.10%
Dauphin,42043,3: SC Pa.,40.41377078,-76.77993242,2020,May,693,"149,200","129,700","19,600",13.10%
Delaware,42045,1: SE Pa.,39.91680171,-75.40243663,2020,May,"2,765","300,500","260,600","39,900",13.30%
Elk,42047,6: NW Pa.,41.42822061,-78.64524744,2020,May,3,"16,400","13,300","3,200",19.30%
Erie,42049,6: NW Pa.,41.99253829,-80.03301954,2020,May,192,"127,300","109,600","17,700",13.90%
Fayette,42051,5: SW Pa.,39.92041012,-79.64291195,2020,May,15,"57,400","48,100","9,300",16.30%
Forest,42053,6: NW Pa.,41.51095103,-79.23229292,2020,May,0,"1,800","1,600",200,13.20%
Franklin,42055,3: SC Pa.,39.92956518,-77.72157791,2020,May,490,"78,600","69,700","8,900",11.30%
Fulton,42057,4: Cent Pa.,39.92913544,-78.11163677,2020,May,10,"8,400","7,100","1,300",15.30%
Greene,42059,5: SW Pa.,39.85746531,-80.22357106,2020,May,1,"16,600","14,500","2,100",12.90%
Huntingdon,42061,4: Cent Pa.,40.42162652,-77.97673273,2020,May,192,"19,900","17,300","2,600",13.20%
Indiana,42063,5: SW Pa.,40.65241041,-79.08963285,2020,May,28,"39,000","34,100","4,900",12.60%
Jefferson,42065,6: NW Pa.,41.12913106,-78.9986361,2020,May,5,"20,400","17,900","2,400",12.00%
Juniata,42067,4: Cent Pa.,40.53358749,-77.3997513,2020,May,12,"12,300","11,200","1,100",8.90%
Lackawanna,42069,2: NE Pa.,41.43564672,-75.60379201,2020,May,634,"102,700","87,600","15,100",14.70%
Lancaster,42071,3: SC Pa.,40.03904563,-76.24770128,2020,May,"1,396","292,800","259,300","33,500",11.40%
Lawrence,42073,5: SW Pa.,40.99206278,-80.33393706,2020,May,15,"40,700","35,000","5,600",13.90%
Lebanon,42075,3: SC Pa.,40.36680311,-76.45651841,2020,May,293,"75,100","66,500","8,600",11.50%
Lehigh,42077,2: NE Pa.,40.6154815,-75.59435245,2020,May,969,"193,700","166,200","27,500",14.20%
Luzerne,42079,2: NE Pa.,41.17823008,-75.98447579,2020,May,593,"155,500","130,300","25,300",16.20%
Lycoming,42081,4: Cent Pa.,41.34310539,-77.06629984,2020,May,96,"52,700","46,000","6,800",12.80%
McKean,42083,6: NW Pa.,41.80938602,-78.56478358,2020,May,6,"17,500","14,900","2,600",14.80%
Mercer,42085,6: NW Pa.,41.30248872,-80.25816981,2020,May,42,"48,000","41,400","6,700",13.90%
Mifflin,42087,4: Cent Pa.,40.61116939,-77.61070738,2020,May,21,"21,100","18,800","2,300",11.00%
Monroe,42089,2: NE Pa.,41.05934058,-75.34031025,2020,May,192,"83,000","67,800","15,200",18.30%
Montgomery,42091,1: SE Pa.,40.21053671,-75.36652296,2020,May,"2,754","444,900","392,700","52,200",11.70%
Montour,42093,4: Cent Pa.,41.03023987,-76.66345939,2020,May,5,"9,200","8,400",800,9.00%
Northampton,42095,2: NE Pa.,40.75182733,-75.30471829,2020,May,"1,033","161,000","139,200","21,800",13.50%
Northumberland,42097,4: Cent Pa.,40.84785433,-76.70798222,2020,May,99,"42,800","37,300","5,500",12.90%
Perry,42099,3: SC Pa.,40.40206612,-77.26297447,2020,May,29,"24,800","22,300","2,400",9.80%
Philadelphia,42101,1: SE Pa.,40.00338507,-75.1379271,2020,May,"8,161","745,400","623,000","122,400",16.40%
Pike,42103,2: NE Pa.,41.33155042,-75.03208106,2020,May,98,"24,900","20,900","4,000",16.00%
Potter,42105,6: NW Pa.,41.74471626,-77.89559864,2020,May,0,"7,200","6,300",800,11.50%
Schuylkill,42107,2: NE Pa.,40.70497338,-76.2150785,2020,May,263,"67,200","58,500","8,700",13.00%
Snyder,42109,4: Cent Pa.,40.77129231,-77.06840691,2020,May,12,"20,200","18,100","2,100",10.20%
Somerset,42111,4: Cent Pa.,39.97172723,-79.02699593,2020,May,12,"32,700","28,500","4,200",12.90%
Sullivan,42113,2: NE Pa.,41.44634738,-76.51246591,2020,May,2,"2,500","2,200",300,10.70%
Susquehanna,42115,2: NE Pa.,41.82147784,-75.80071959,2020,May,25,"19,800","17,800","2,000",9.90%
Tioga,42117,2: NE Pa.,41.77255149,-77.25433032,2020,May,1,"19,000","16,800","2,200",11.60%
Union,42119,4: Cent Pa.,40.96188846,-77.05996014,2020,May,23,"19,400","17,500","1,900",10.00%
Venango,42121,6: NW Pa.,41.40323442,-79.75845449,2020,May,2,"21,900","19,300","2,600",11.90%
Warren,42123,6: NW Pa.,41.81304978,-79.26969577,2020,May,2,"18,600","16,600","2,000",10.70%
Washington,42125,5: SW Pa.,40.19208869,-80.24582867,2020,May,24,"106,100","91,400","14,700",13.80%
Wayne,42127,2: NE Pa.,41.64938475,-75.29956506,2020,May,19,"21,600","18,700","2,900",13.30%
Westmoreland,42129,5: SW Pa.,40.3137798,-79.46615476,2020,May,58,"179,200","154,600","24,600",13.70%
Wyoming,42131,2: NE Pa.,41.51955538,-76.01074915,2020,May,14,"13,000","11,500","1,600",11.90%
York,42133,3: SC Pa.,39.9210089,-76.73040131,2020,May,366,"241,700","211,600","30,100",12.40%
Adams,42001,3: SC Pa.,39.87140411,-77.21610347,2020,Jun,88,"55,700","49,900","5,800",10.40%
Allegheny,42003,5: SW Pa.,40.46809875,-79.98167747,2020,Jun,849,"635,900","554,300","81,700",12.80%
Armstrong,42005,5: SW Pa.,40.81665618,-79.46290811,2020,Jun,12,"31,300","27,400","3,900",12.40%
Beaver,42007,5: SW Pa.,40.6825484,-80.34921611,2020,Jun,79,"84,000","71,500","12,400",14.80%
Bedford,42009,4: Cent Pa.,40.00522157,-78.48998442,2020,Jun,43,"23,200","20,400","2,800",12.10%
Berks,42011,2: NE Pa.,40.41570541,-75.92457766,2020,Jun,466,"225,600","195,900","29,700",13.20%
Blair,42013,4: Cent Pa.,40.47961444,-78.34917412,2020,Jun,21,"59,000","52,000","7,000",11.90%
Bradford,42015,2: NE Pa.,41.78869215,-76.51570822,2020,Jun,11,"28,000","25,200","2,800",10.00%
Bucks,42017,1: SE Pa.,40.33682119,-75.10836643,2020,Jun,662,"336,600","292,700","44,000",13.10%
Butler,42019,5: SW Pa.,40.91152759,-79.91351055,2020,Jun,77,"96,100","85,700","10,400",10.80%
Cambria,42021,4: Cent Pa.,40.49527404,-78.71377428,2020,Jun,23,"55,600","48,400","7,200",12.90%
Cameron,42023,6: NW Pa.,41.43625568,-78.20376845,2020,Jun,1,"2,100","1,800",300,15.90%
Carbon,42025,2: NE Pa.,40.91545395,-75.7068525,2020,Jun,43,"31,700","27,500","4,300",13.50%
Centre,42027,4: Cent Pa.,40.92058903,-77.82200624,2020,Jun,48,"73,600","67,300","6,300",8.60%
Chester,42029,1: SE Pa.,39.97291773,-75.74768357,2020,Jun,982,"274,500","246,400","28,200",10.30%
Clarion,42031,6: NW Pa.,41.19265812,-79.42413524,2020,Jun,7,"16,400","14,700","1,700",10.50%
Clearfield,42033,6: NW Pa.,41.00110782,-78.47592663,2020,Jun,33,"35,500","31,300","4,200",11.80%
Clinton,42035,4: Cent Pa.,41.23255967,-77.63785995,2020,Jun,22,"17,500","15,600","1,900",11.10%
Columbia,42037,2: NE Pa.,41.04821986,-76.40565017,2020,Jun,52,"33,400","29,900","3,600",10.70%
Crawford,42039,6: NW Pa.,41.68447709,-80.10760592,2020,Jun,24,"37,100","32,500","4,600",12.40%
Cumberland,42041,3: SC Pa.,40.1625372,-77.26130755,2020,Jun,223,"130,900","117,800","13,100",10.00%
Dauphin,42043,3: SC Pa.,40.41377078,-76.77993242,2020,Jun,768,"147,300","127,500","19,800",13.40%
Delaware,42045,1: SE Pa.,39.91680171,-75.40243663,2020,Jun,740,"299,900","257,800","42,100",14.00%
Elk,42047,6: NW Pa.,41.42822061,-78.64524744,2020,Jun,9,"16,000","13,200","2,900",17.90%
Erie,42049,6: NW Pa.,41.99253829,-80.03301954,2020,Jun,328,"125,700","107,400","18,300",14.60%
Fayette,42051,5: SW Pa.,39.92041012,-79.64291195,2020,Jun,21,"56,800","48,000","8,700",15.40%
Forest,42053,6: NW Pa.,41.51095103,-79.23229292,2020,Jun,0,"1,800","1,500",200,13.60%
Franklin,42055,3: SC Pa.,39.92956518,-77.72157791,2020,Jun,151,"77,100","68,200","8,900",11.50%
Fulton,42057,4: Cent Pa.,39.92913544,-78.11163677,2020,Jun,3,"8,400","7,000","1,300",16.10%
Greene,42059,5: SW Pa.,39.85746531,-80.22357106,2020,Jun,14,"16,400","14,100","2,200",13.60%
Huntingdon,42061,4: Cent Pa.,40.42162652,-77.97673273,2020,Jun,22,"19,500","16,800","2,700",14.00%
Indiana,42063,5: SW Pa.,40.65241041,-79.08963285,2020,Jun,17,"37,600","32,900","4,700",12.50%
Jefferson,42065,6: NW Pa.,41.12913106,-78.9986361,2020,Jun,13,"20,000","17,700","2,400",11.80%
Juniata,42067,4: Cent Pa.,40.53358749,-77.3997513,2020,Jun,16,"12,100","11,000","1,100",8.80%
Lackawanna,42069,2: NE Pa.,41.43564672,-75.60379201,2020,Jun,156,"100,900","86,200","14,600",14.50%
Lancaster,42071,3: SC Pa.,40.03904563,-76.24770128,2020,Jun,"1,281","292,000","258,700","33,300",11.40%
Lawrence,42073,5: SW Pa.,40.99206278,-80.33393706,2020,Jun,22,"39,600","34,200","5,300",13.50%
Lebanon,42075,3: SC Pa.,40.36680311,-76.45651841,2020,Jun,373,"72,900","64,200","8,700",11.90%
Lehigh,42077,2: NE Pa.,40.6154815,-75.59435245,2020,Jun,470,"194,400","166,100","28,300",14.60%
Luzerne,42079,2: NE Pa.,41.17823008,-75.98447579,2020,Jun,174,"152,900","128,200","24,600",16.10%
Lycoming,42081,4: Cent Pa.,41.34310539,-77.06629984,2020,Jun,18,"52,500","46,000","6,500",12.40%
McKean,42083,6: NW Pa.,41.80938602,-78.56478358,2020,Jun,5,"17,000","14,800","2,200",13.10%
Mercer,42085,6: NW Pa.,41.30248872,-80.25816981,2020,Jun,33,"47,400","41,000","6,400",13.40%
Mifflin,42087,4: Cent Pa.,40.61116939,-77.61070738,2020,Jun,4,"20,500","18,400","2,100",10.30%
Monroe,42089,2: NE Pa.,41.05934058,-75.34031025,2020,Jun,102,"81,600","66,700","14,900",18.30%
Montgomery,42091,1: SE Pa.,40.21053671,-75.36652296,2020,Jun,"1,387","441,100","387,700","53,400",12.10%
Montour,42093,4: Cent Pa.,41.03023987,-76.66345939,2020,Jun,21,"9,000","8,200",700,8.20%
Northampton,42095,2: NE Pa.,40.75182733,-75.30471829,2020,Jun,330,"161,300","139,100","22,300",13.80%
Northumberland,42097,4: Cent Pa.,40.84785433,-76.70798222,2020,Jun,112,"41,700","36,500","5,200",12.50%
Perry,42099,3: SC Pa.,40.40206612,-77.26297447,2020,Jun,27,"24,200","21,900","2,300",9.60%
Philadelphia,42101,1: SE Pa.,40.00338507,-75.1379271,2020,Jun,"3,504","742,600","607,200","135,400",18.20%
Pike,42103,2: NE Pa.,41.33155042,-75.03208106,2020,Jun,20,"24,700","20,800","3,900",15.80%
Potter,42105,6: NW Pa.,41.74471626,-77.89559864,2020,Jun,11,"7,000","6,200",800,11.60%
Schuylkill,42107,2: NE Pa.,40.70497338,-76.2150785,2020,Jun,110,"66,300","57,700","8,600",13.00%
Snyder,42109,4: Cent Pa.,40.77129231,-77.06840691,2020,Jun,21,"19,200","17,300","1,900",9.70%
Somerset,42111,4: Cent Pa.,39.97172723,-79.02699593,2020,Jun,23,"32,300","28,300","4,000",12.50%
Sullivan,42113,2: NE Pa.,41.44634738,-76.51246591,2020,Jun,2,"2,500","2,200",300,10.70%
Susquehanna,42115,2: NE Pa.,41.82147784,-75.80071959,2020,Jun,73,"19,300","17,500","1,900",9.70%
Tioga,42117,2: NE Pa.,41.77255149,-77.25433032,2020,Jun,8,"18,800","16,400","2,400",12.70%
Union,42119,4: Cent Pa.,40.96188846,-77.05996014,2020,Jun,33,"18,700","16,800","1,800",9.90%
Venango,42121,6: NW Pa.,41.40323442,-79.75845449,2020,Jun,9,"21,700","19,200","2,500",11.60%
Warren,42123,6: NW Pa.,41.81304978,-79.26969577,2020,Jun,3,"18,400","16,400","2,000",11.00%
Washington,42125,5: SW Pa.,40.19208869,-80.24582867,2020,Jun,80,"104,900","91,300","13,600",12.90%
Wayne,42127,2: NE Pa.,41.64938475,-75.29956506,2020,Jun,21,"21,400","18,600","2,700",12.80%
Westmoreland,42129,5: SW Pa.,40.3137798,-79.46615476,2020,Jun,197,"176,400","154,500","22,000",12.40%
Wyoming,42131,2: NE Pa.,41.51955538,-76.01074915,2020,Jun,4,"12,800","11,300","1,500",11.90%
York,42133,3: SC Pa.,39.9210089,-76.73040131,2020,Jun,508,"235,800","208,300","27,500",11.70%
Adams,42001,3: SC Pa.,39.87140411,-77.21610347,2020,Jul,123,"55,400","50,300","5,100",9.20%
Allegheny,42003,5: SW Pa.,40.46809875,-79.98167747,2020,Jul,"5,334","645,300","559,500","85,800",13.30%
Armstrong,42005,5: SW Pa.,40.81665618,-79.46290811,2020,Jul,105,"31,800","27,700","4,100",13.00%
Beaver,42007,5: SW Pa.,40.6825484,-80.34921611,2020,Jul,543,"84,500","72,200","12,300",14.50%
Bedford,42009,4: Cent Pa.,40.00522157,-78.48998442,2020,Jul,46,"23,400","20,500","2,900",12.40%
Berks,42011,2: NE Pa.,40.41570541,-75.92457766,2020,Jul,625,"226,400","198,700","27,700",12.20%
Blair,42013,4: Cent Pa.,40.47961444,-78.34917412,2020,Jul,133,"59,300","52,300","7,000",11.90%
Bradford,42015,2: NE Pa.,41.78869215,-76.51570822,2020,Jul,23,"28,300","25,400","2,900",10.30%
Bucks,42017,1: SE Pa.,40.33682119,-75.10836643,2020,Jul,"1,158","338,900","298,400","40,400",11.90%
Butler,42019,5: SW Pa.,40.91152759,-79.91351055,2020,Jul,290,"97,000","86,500","10,400",10.80%
Cambria,42021,4: Cent Pa.,40.49527404,-78.71377428,2020,Jul,170,"56,400","49,000","7,400",13.10%
Cameron,42023,6: NW Pa.,41.43625568,-78.20376845,2020,Jul,2,"2,100","1,800",300,16.30%
Carbon,42025,2: NE Pa.,40.91545395,-75.7068525,2020,Jul,78,"31,800","27,700","4,100",12.90%
Centre,42027,4: Cent Pa.,40.92058903,-77.82200624,2020,Jul,156,"74,600","68,300","6,300",8.50%
Chester,42029,1: SE Pa.,39.97291773,-75.74768357,2020,Jul,"1,174","277,300","250,900","26,300",9.50%
Clarion,42031,6: NW Pa.,41.19265812,-79.42413524,2020,Jul,41,"16,400","14,700","1,800",10.80%
Clearfield,42033,6: NW Pa.,41.00110782,-78.47592663,2020,Jul,59,"35,900","31,700","4,200",11.80%
Clinton,42035,4: Cent Pa.,41.23255967,-77.63785995,2020,Jul,35,"17,700","15,800","1,900",10.90%
Columbia,42037,2: NE Pa.,41.04821986,-76.40565017,2020,Jul,57,"33,800","30,300","3,500",10.40%
Crawford,42039,6: NW Pa.,41.68447709,-80.10760592,2020,Jul,71,"37,200","32,600","4,600",12.30%
Cumberland,42041,3: SC Pa.,40.1625372,-77.26130755,2020,Jul,351,"132,900","120,500","12,400",9.30%
Dauphin,42043,3: SC Pa.,40.41377078,-76.77993242,2020,Jul,595,"148,700","130,500","18,200",12.20%
Delaware,42045,1: SE Pa.,39.91680171,-75.40243663,2020,Jul,"1,468","301,400","261,500","39,900",13.20%
Elk,42047,6: NW Pa.,41.42822061,-78.64524744,2020,Jul,28,"15,700","13,200","2,600",16.20%
Erie,42049,6: NW Pa.,41.99253829,-80.03301954,2020,Jul,316,"126,300","109,200","17,000",13.50%
Fayette,42051,5: SW Pa.,39.92041012,-79.64291195,2020,Jul,271,"57,400","48,500","8,900",15.50%
Forest,42053,6: NW Pa.,41.51095103,-79.23229292,2020,Jul,2,"1,800","1,600",200,13.60%
Franklin,42055,3: SC Pa.,39.92956518,-77.72157791,2020,Jul,343,"77,800","69,300","8,500",10.90%
Fulton,42057,4: Cent Pa.,39.92913544,-78.11163677,2020,Jul,4,"8,500","7,100","1,400",16.80%
Greene,42059,5: SW Pa.,39.85746531,-80.22357106,2020,Jul,66,"16,600","14,300","2,300",13.60%
Huntingdon,42061,4: Cent Pa.,40.42162652,-77.97673273,2020,Jul,35,"19,900","17,000","2,900",14.60%
Indiana,42063,5: SW Pa.,40.65241041,-79.08963285,2020,Jul,148,"38,200","33,300","4,900",12.80%
Jefferson,42065,6: NW Pa.,41.12913106,-78.9986361,2020,Jul,35,"20,200","17,900","2,400",11.60%
Juniata,42067,4: Cent Pa.,40.53358749,-77.3997513,2020,Jul,14,"12,200","11,200","1,000",8.50%
Lackawanna,42069,2: NE Pa.,41.43564672,-75.60379201,2020,Jul,191,"101,000","87,300","13,600",13.50%
Lancaster,42071,3: SC Pa.,40.03904563,-76.24770128,2020,Jul,"1,083","295,200","265,100","30,100",10.20%
Lawrence,42073,5: SW Pa.,40.99206278,-80.33393706,2020,Jul,236,"39,700","34,300","5,400",13.60%
